region,size,threads,computation_time,total_time
2,128,8,0.0031,0.0039
3,128,8,0.0030,0.0038
4,128,8,0.0033,0.0043
1,128,8,0.0012,0.0021
2,128,8,0.0030,0.0039
3,128,8,0.0030,0.0038
4,128,8,0.0033,0.0042
1,128,8,0.0012,0.0020
2,128,8,0.0031,0.0039
3,128,8,0.0030,0.0039
4,128,8,0.0033,0.0042
1,128,16,0.0013,0.0021
2,128,16,0.0056,0.0064
3,128,16,0.0048,0.0056
4,128,16,0.0048,0.0057
1,128,16,0.0012,0.0020
2,128,16,0.0040,0.0048
3,128,16,0.0069,0.0077
4,128,16,0.0053,0.0061
1,128,16,0.0012,0.0020
2,128,16,0.0038,0.0046
3,128,16,0.0059,0.0069
4,128,16,0.0057,0.0065
1,128,16,0.0012,0.0020
2,128,16,0.0032,0.0041
3,128,16,0.0051,0.0061
4,128,16,0.0056,0.0065
1,128,16,0.0015,0.0024
2,128,16,0.0038,0.0046
3,128,16,0.0047,0.0054
4,128,16,0.0047,0.0055
1,128,16,0.0012,0.0020
2,128,16,0.0071,0.0079
3,128,16,0.0047,0.0054
4,128,16,0.0043,0.0051
1,128,16,0.0011,0.0019
2,128,16,0.0044,0.0052
3,128,16,0.0038,0.0046
4,128,16,0.0044,0.0052
1,128,16,0.0011,0.0019
2,128,16,0.0044,0.0054
3,128,16,0.0049,0.0057
4,128,16,0.0045,0.0054
1,128,16,0.0015,0.0023
2,128,16,0.0047,0.0054
3,128,16,0.0042,0.0049
4,128,16,0.0043,0.0051
1,128,16,0.0011,0.0019
2,128,16,0.0057,0.0065
3,128,16,0.0059,0.0067
4,128,16,0.0064,0.0072
1,128,32,0.0019,0.0027
2,128,32,0.0063,0.0071
3,128,32,0.0066,0.0076
4,128,32,0.0055,0.0063
1,128,32,0.0017,0.0025
2,128,32,0.0068,0.0078
3,128,32,0.0052,0.0060
4,128,32,0.0061,0.0069
1,128,32,0.0017,0.0025
2,128,32,0.0060,0.0068
3,128,32,0.0045,0.0054
4,128,32,0.0047,0.0056
1,128,32,0.0011,0.0019
2,128,32,0.0056,0.0064
3,128,32,0.0040,0.0048
4,128,32,0.0058,0.0067
1,128,32,0.0021,0.0029
2,128,32,0.0060,0.0068
3,128,32,0.0057,0.0066
4,128,32,0.0051,0.0059
1,128,32,0.0017,0.0025
2,128,32,0.0049,0.0057
3,128,32,0.0059,0.0067
4,128,32,0.0060,0.0068
1,128,32,0.0016,0.0024
2,128,32,0.0056,0.0064
3,128,32,0.0066,0.0074
4,128,32,0.0051,0.0059
1,128,32,0.0018,0.0026
2,128,32,0.0047,0.0055
3,128,32,0.0051,0.0060
4,128,32,0.0061,0.0069
1,128,32,0.0016,0.0024
2,128,32,0.0061,0.0070
3,128,32,0.0069,0.0077
4,128,32,0.0068,0.0076
1,128,32,0.0015,0.0023
2,128,32,0.0051,0.0058
3,128,32,0.0051,0.0059
4,128,32,0.0080,0.0090
1,256,1,0.0097,0.0122
2,256,1,0.0660,0.0685
3,256,1,0.0629,0.0656
4,256,1,0.0758,0.0791
1,256,1,0.0099,0.0124
2,256,1,0.0672,0.0697
3,256,1,0.0640,0.0666
4,256,1,0.0755,0.0784
1,256,1,0.0098,0.0124
2,256,1,0.0667,0.0695
3,256,1,0.0644,0.0673
4,256,1,0.0766,0.0794
1,256,1,0.0094,0.0117
2,256,1,0.0665,0.0692
3,256,1,0.0635,0.0663
4,256,1,0.0760,0.0788
1,256,1,0.0095,0.0120
2,256,1,0.0669,0.0699
3,256,1,0.0639,0.0666
4,256,1,0.0760,0.0788
1,256,1,0.0100,0.0123
2,256,1,0.0676,0.0704
3,256,1,0.0639,0.0664
4,256,1,0.0761,0.0789
1,256,1,0.0099,0.0122
2,256,1,0.0672,0.0700
3,256,1,0.0653,0.0679
4,256,1,0.0770,0.0794
1,256,1,0.0100,0.0126
2,256,1,0.0663,0.0689
3,256,1,0.0639,0.0664
4,256,1,0.0764,0.0790
1,256,1,0.0099,0.0126
2,256,1,0.0673,0.0698
3,256,1,0.0638,0.0664
4,256,1,0.0756,0.0784
1,256,1,0.0096,0.0120
2,256,1,0.0683,0.0709
3,256,1,0.0629,0.0657
4,256,1,0.0764,0.0792
1,256,2,0.0050,0.0080
2,256,2,0.0384,0.0416
3,256,2,0.0323,0.0353
4,256,2,0.0411,0.0442
1,256,2,0.0052,0.0079
2,256,2,0.0387,0.0418
3,256,2,0.0327,0.0357
4,256,2,0.0414,0.0443
1,256,2,0.0052,0.0082
2,256,2,0.0387,0.0417
3,256,2,0.0324,0.0355
4,256,2,0.0415,0.0444
1,256,2,0.0052,0.0080
2,256,2,0.0384,0.0413
3,256,2,0.0329,0.0358
4,256,2,0.0411,0.0442
1,256,2,0.0051,0.0082
2,256,2,0.0385,0.0415
3,256,2,0.0324,0.0355
4,256,2,0.0412,0.0446
1,256,2,0.0052,0.0084
2,256,2,0.0382,0.0412
3,256,2,0.0323,0.0353
4,256,2,0.0418,0.0447
1,256,2,0.0051,0.0081
2,256,2,0.0386,0.0416
3,256,2,0.0326,0.0355
4,256,2,0.0414,0.0443
1,256,2,0.0051,0.0079
2,256,2,0.0387,0.0418
3,256,2,0.0324,0.0357
4,256,2,0.0420,0.0450
1,256,2,0.0051,0.0080
2,256,2,0.0385,0.0414
3,256,2,0.0329,0.0357
4,256,2,0.0413,0.0442
1,256,2,0.0052,0.0082
2,256,2,0.0386,0.0415
3,256,2,0.0332,0.0361
4,256,2,0.0410,0.0439
1,256,4,0.0049,0.0086
2,256,4,0.0210,0.0244
3,256,4,0.0192,0.0221
4,256,4,0.0220,0.0249
1,256,4,0.0051,0.0083
2,256,4,0.0208,0.0239
3,256,4,0.0193,0.0224
4,256,4,0.0221,0.0252
1,256,4,0.0050,0.0083
2,256,4,0.0209,0.0237
3,256,4,0.0195,0.0224
4,256,4,0.0222,0.0252
1,256,4,0.0050,0.0082
2,256,4,0.0210,0.0239
3,256,4,0.0194,0.0224
4,256,4,0.0220,0.0251
1,256,4,0.0050,0.0084
2,256,4,0.0210,0.0240
3,256,4,0.0194,0.0224
4,256,4,0.0237,0.0273
1,256,4,0.0051,0.0086
2,256,4,0.0208,0.0236
3,256,4,0.0193,0.0222
4,256,4,0.0221,0.0250
1,256,4,0.0050,0.0080
2,256,4,0.0224,0.0258
3,256,4,0.0194,0.0224
4,256,4,0.0221,0.0252
1,256,4,0.0049,0.0080
2,256,4,0.0210,0.0239
3,256,4,0.0194,0.0223
4,256,4,0.0219,0.0249
1,256,4,0.0050,0.0085
2,256,4,0.0209,0.0238
3,256,4,0.0193,0.0224
4,256,4,0.0220,0.0248
1,256,4,0.0050,0.0081
2,256,4,0.0208,0.0238
3,256,4,0.0193,0.0223
4,256,4,0.0221,0.0250
1,256,8,0.0042,0.0080
2,256,8,0.0124,0.0161
3,256,8,0.0114,0.0148
4,256,8,0.0130,0.0166
1,256,8,0.0042,0.0076
2,256,8,0.0131,0.0166
3,256,8,0.0115,0.0149
4,256,8,0.0135,0.0169
1,256,8,0.0043,0.0077
2,256,8,0.0120,0.0154
3,256,8,0.0115,0.0149
4,256,8,0.0142,0.0179
1,256,8,0.0044,0.0079
2,256,8,0.0119,0.0153
3,256,8,0.0116,0.0152
4,256,8,0.0137,0.0173
1,256,8,0.0042,0.0076
2,256,8,0.0123,0.0157
3,256,8,0.0115,0.0150
4,256,8,0.0132,0.0167
1,256,8,0.0042,0.0076
2,256,8,0.0119,0.0154
3,256,8,0.0116,0.0149
4,256,8,0.0138,0.0173
1,256,8,0.0042,0.0076
2,256,8,0.0128,0.0162
3,256,8,0.0114,0.0147
4,256,8,0.0140,0.0177
1,256,8,0.0042,0.0077
2,256,8,0.0119,0.0154
3,256,8,0.0141,0.0176
4,256,8,0.0135,0.0170
1,256,8,0.0042,0.0076
2,256,8,0.0132,0.0167
3,256,8,0.0120,0.0153
4,256,8,0.0136,0.0172
1,256,8,0.0043,0.0079
2,256,8,0.0126,0.0161
3,256,8,0.0114,0.0147
4,256,8,0.0130,0.0166
1,256,16,0.0028,0.0062
2,256,16,0.0144,0.0173
3,256,16,0.0129,0.0161
4,256,16,0.0169,0.0198
1,256,16,0.0027,0.0054
2,256,16,0.0140,0.0174
3,256,16,0.0127,0.0157
4,256,16,0.0166,0.0196
1,256,16,0.0027,0.0057
2,256,16,0.0161,0.0192
3,256,16,0.0141,0.0174
4,256,16,0.0161,0.0191
1,256,16,0.0030,0.0060
2,256,16,0.0143,0.0174
3,256,16,0.0136,0.0165
4,256,16,0.0175,0.0205
1,256,16,0.0027,0.0057
2,256,16,0.0141,0.0169
3,256,16,0.0141,0.0170
4,256,16,0.0161,0.0194
1,256,16,0.0028,0.0057
2,256,16,0.0136,0.0167
3,256,16,0.0134,0.0165
4,256,16,0.0173,0.0207
1,256,16,0.0037,0.0066
2,256,16,0.0133,0.0171
3,256,16,0.0126,0.0155
4,256,16,0.0161,0.0190
1,256,16,0.0041,0.0070
2,256,16,0.0134,0.0164
3,256,16,0.0128,0.0158
4,256,16,0.0145,0.0174
1,256,16,0.0028,0.0059
2,256,16,0.0136,0.0165
3,256,16,0.0144,0.0173
4,256,16,0.0155,0.0190
1,256,16,0.0028,0.0058
2,256,16,0.0137,0.0172
3,256,16,0.0138,0.0167
4,256,16,0.0163,0.0192
1,256,32,0.0036,0.0065
2,256,32,0.0118,0.0146
3,256,32,0.0119,0.0148
4,256,32,0.0146,0.0178
1,256,32,0.0047,0.0080
2,256,32,0.0153,0.0182
3,256,32,0.0125,0.0155
4,256,32,0.0176,0.0207
1,256,32,0.0032,0.0060
2,256,32,0.0142,0.0172
3,256,32,0.0132,0.0161
4,256,32,0.0155,0.0184
1,256,32,0.0035,0.0063
2,256,32,0.0154,0.0183
3,256,32,0.0130,0.0159
4,256,32,0.0150,0.0179
1,256,32,0.0041,0.0071
2,256,32,0.0133,0.0162
3,256,32,0.0136,0.0164
4,256,32,0.0149,0.0178
1,256,32,0.0048,0.0082
2,256,32,0.0131,0.0165
3,256,32,0.0131,0.0165
4,256,32,0.0148,0.0177
1,256,32,0.0036,0.0065
2,256,32,0.0129,0.0159
3,256,32,0.0143,0.0172
4,256,32,0.0145,0.0175
1,256,32,0.0036,0.0065
2,256,32,0.0146,0.0175
3,256,32,0.0158,0.0187
4,256,32,0.0154,0.0184
1,256,32,0.0040,0.0070
2,256,32,0.0136,0.0165
3,256,32,0.0121,0.0150
4,256,32,0.0145,0.0174
1,256,32,0.0039,0.0069
2,256,32,0.0138,0.0170
3,256,32,0.0136,0.0164
4,256,32,0.0157,0.0186
1,512,1,0.0380,0.0476
2,512,1,0.2576,0.2674
3,512,1,0.2457,0.2552
4,512,1,0.2942,0.3032
1,512,1,0.0389,0.0486
2,512,1,0.2588,0.2680
3,512,1,0.2431,0.2527
4,512,1,0.2922,0.3013
1,512,1,0.0380,0.0474
2,512,1,0.2579,0.2678
3,512,1,0.2431,0.2528
4,512,1,0.2945,0.3040
1,512,1,0.0391,0.0486
2,512,1,0.2581,0.2679
3,512,1,0.2429,0.2525
4,512,1,0.2945,0.3040
1,512,1,0.0379,0.0476
2,512,1,0.2567,0.2667
3,512,1,0.2434,0.2528
4,512,1,0.2947,0.3041
1,512,1,0.0387,0.0486
2,512,1,0.2578,0.2673
3,512,1,0.2457,0.2556
4,512,1,0.2944,0.3039
1,512,1,0.0382,0.0476
2,512,1,0.2600,0.2695
3,512,1,0.2442,0.2543
4,512,1,0.2945,0.3044
1,512,1,0.0392,0.0484
2,512,1,0.2582,0.2673
3,512,1,0.2456,0.2551
4,512,1,0.2938,0.3034
1,512,1,0.0385,0.0486
2,512,1,0.2590,0.2687
3,512,1,0.2445,0.2536
4,512,1,0.2949,0.3049
1,512,1,0.0381,0.0472
2,512,1,0.2585,0.2681
3,512,1,0.2460,0.2559
4,512,1,0.2941,0.3036
1,512,2,0.0192,0.0303
2,512,2,0.1510,0.1624
3,512,2,0.1271,0.1382
4,512,2,0.1620,0.1734
1,512,2,0.0199,0.0315
2,512,2,0.1498,0.1610
3,512,2,0.1267,0.1380
4,512,2,0.1615,0.1749
1,512,2,0.0206,0.0317
2,512,2,0.1505,0.1617
3,512,2,0.1268,0.1379
4,512,2,0.1620,0.1744
1,512,2,0.0198,0.0308
2,512,2,0.1505,0.1617
3,512,2,0.1267,0.1376
4,512,2,0.1626,0.1735
1,512,2,0.0199,0.0312
2,512,2,0.1510,0.1642
3,512,2,0.1277,0.1389
4,512,2,0.1619,0.1732
1,512,2,0.0200,0.0312
2,512,2,0.1507,0.1620
3,512,2,0.1261,0.1370
4,512,2,0.1620,0.1732
1,512,2,0.0198,0.0309
2,512,2,0.1511,0.1626
3,512,2,0.1264,0.1372
4,512,2,0.1607,0.1718
1,512,2,0.0195,0.0307
2,512,2,0.1493,0.1610
3,512,2,0.1264,0.1376
4,512,2,0.1615,0.1725
1,512,2,0.0194,0.0307
2,512,2,0.1493,0.1603
3,512,2,0.1261,0.1372
4,512,2,0.1618,0.1739
1,512,2,0.0195,0.0306
2,512,2,0.1520,0.1640
3,512,2,0.1265,0.1376
4,512,2,0.1614,0.1727
1,512,4,0.0193,0.0307
2,512,4,0.0879,0.1011
3,512,4,0.0768,0.0878
4,512,4,0.0877,0.0988
1,512,4,0.0192,0.0309
2,512,4,0.0828,0.0939
3,512,4,0.0768,0.0879
4,512,4,0.0877,0.0988
1,512,4,0.0193,0.0308
2,512,4,0.0880,0.1010
3,512,4,0.0769,0.0881
4,512,4,0.0877,0.0988
1,512,4,0.0194,0.0312
2,512,4,0.0830,0.0942
3,512,4,0.0768,0.0879
4,512,4,0.0878,0.0990
1,512,4,0.0193,0.0310
2,512,4,0.0830,0.0939
3,512,4,0.0768,0.0878
4,512,4,0.0879,0.0990
1,512,4,0.0194,0.0310
2,512,4,0.0832,0.0944
3,512,4,0.0769,0.0880
4,512,4,0.0879,0.0989
1,512,4,0.0193,0.0309
2,512,4,0.0831,0.0940
3,512,4,0.0768,0.0878
4,512,4,0.0876,0.0985
1,512,4,0.0192,0.0310
2,512,4,0.0829,0.0945
3,512,4,0.0765,0.0874
4,512,4,0.0877,0.0987
1,512,4,0.0196,0.0326
2,512,4,0.0832,0.0943
3,512,4,0.0767,0.0878
4,512,4,0.0875,0.0986
1,512,4,0.0192,0.0310
2,512,4,0.0829,0.0941
3,512,4,0.0770,0.0881
4,512,4,0.0878,0.0989
1,512,8,0.0171,0.0303
2,512,8,0.0475,0.0616
3,512,8,0.0452,0.0583
4,512,8,0.0519,0.0656
1,512,8,0.0163,0.0296
2,512,8,0.0472,0.0598
3,512,8,0.0453,0.0581
4,512,8,0.0522,0.0652
1,512,8,0.0170,0.0308
2,512,8,0.0473,0.0601
3,512,8,0.0456,0.0586
4,512,8,0.0513,0.0641
1,512,8,0.0164,0.0428
2,512,8,0.0479,0.0614
3,512,8,0.0457,0.0584
4,512,8,0.0512,0.0641
1,512,8,0.0163,0.0406
2,512,8,0.0472,0.0599
3,512,8,0.0451,0.0686
4,512,8,0.0539,0.0669
1,512,8,0.0164,0.0291
2,512,8,0.0475,0.0603
3,512,8,0.0480,0.0609
4,512,8,0.0519,0.0649
1,512,8,0.0162,0.0298
2,512,8,0.0472,0.0606
3,512,8,0.0479,0.0613
4,512,8,0.0520,0.0648
1,512,8,0.0163,0.0290
2,512,8,0.0474,0.0605
3,512,8,0.0453,0.0585
4,512,8,0.0527,0.0667
1,512,8,0.0162,0.0296
2,512,8,0.0471,0.0600
3,512,8,0.0459,0.0584
4,512,8,0.0512,0.0643
1,512,8,0.0178,0.0312
2,512,8,0.0472,0.0602
3,512,8,0.0453,0.0590
4,512,8,0.0513,0.0642
1,512,16,0.0114,0.0222
2,512,16,0.0504,0.0616
3,512,16,0.0464,0.0575
4,512,16,0.0568,0.0680
1,512,16,0.0102,0.0212
2,512,16,0.0481,0.0597
3,512,16,0.0523,0.0637
4,512,16,0.0584,0.0696
1,512,16,0.0103,0.0217
2,512,16,0.0504,0.0636
3,512,16,0.0524,0.0631
4,512,16,0.0524,0.0637
1,512,16,0.0106,0.0219
2,512,16,0.0508,0.0618
3,512,16,0.0508,0.0617
4,512,16,0.0561,0.0673
1,512,16,0.0103,0.0215
2,512,16,0.0490,0.0608
3,512,16,0.0466,0.0576
4,512,16,0.0552,0.0661
1,512,16,0.0104,0.0209
2,512,16,0.0485,0.0596
3,512,16,0.0467,0.0578
4,512,16,0.0560,0.0668
1,512,16,0.0102,0.0214
2,512,16,0.0482,0.0594
3,512,16,0.0517,0.0652
4,512,16,0.0570,0.0682
1,512,16,0.0108,0.0218
2,512,16,0.0490,0.0603
3,512,16,0.0501,0.0609
4,512,16,0.0520,0.0633
1,512,16,0.0111,0.0222
2,512,16,0.0517,0.0627
3,512,16,0.0510,0.0621
4,512,16,0.0567,0.0676
1,512,16,0.0102,0.0211
2,512,16,0.0485,0.0598
3,512,16,0.0439,0.0550
4,512,16,0.0513,0.0626
1,512,32,0.0118,0.0233
2,512,32,0.0447,0.0556
3,512,32,0.0453,0.0568
4,512,32,0.0526,0.0639
1,512,32,0.0093,0.0205
2,512,32,0.0442,0.0554
3,512,32,0.0449,0.0563
4,512,32,0.0542,0.0654
1,512,32,0.0111,0.0225
2,512,32,0.0463,0.0574
3,512,32,0.0474,0.0586
4,512,32,0.0519,0.0632
1,512,32,0.0093,0.0204
2,512,32,0.0472,0.0584
3,512,32,0.0435,0.0547
4,512,32,0.0520,0.0634
1,512,32,0.0104,0.0216
2,512,32,0.0452,0.0566
3,512,32,0.0445,0.0556
4,512,32,0.0535,0.0647
1,512,32,0.0097,0.0207
2,512,32,0.0453,0.0565
3,512,32,0.0440,0.0550
4,512,32,0.0523,0.0656
1,512,32,0.0100,0.0216
2,512,32,0.0458,0.0571
3,512,32,0.0456,0.0569
4,512,32,0.0544,0.0657
1,512,32,0.0096,0.0208
2,512,32,0.0465,0.0579
3,512,32,0.0442,0.0554
4,512,32,0.0519,0.0631
1,512,32,0.0120,0.0264
2,512,32,0.0457,0.0572
3,512,32,0.0432,0.0546
4,512,32,0.0550,0.0663
1,512,32,0.0105,0.0224
2,512,32,0.0477,0.0588
3,512,32,0.0434,0.0545
4,512,32,0.0544,0.0657
1,1024,1,0.1462,0.1822
2,1024,1,1.0222,1.0574
3,1024,1,0.9666,1.0039
4,1024,1,1.1648,1.2006
1,1024,1,0.1469,0.1840
2,1024,1,1.0232,1.0607
3,1024,1,0.9667,1.0015
4,1024,1,1.1624,1.2050
1,1024,1,0.1463,0.1832
2,1024,1,1.0242,1.0597
3,1024,1,0.9652,1.0032
4,1024,1,1.1605,1.1959
1,1024,1,0.1455,0.1819
2,1024,1,1.0235,1.0595
3,1024,1,0.9658,1.0015
4,1024,1,1.1611,1.1968
1,1024,1,0.1468,0.1829
2,1024,1,1.0239,1.0615
3,1024,1,0.9687,1.0050
4,1024,1,1.1661,1.2023
1,1024,1,0.1475,0.1835
2,1024,1,1.0243,1.0591
3,1024,1,0.9681,1.0053
4,1024,1,1.1644,1.2012
1,1024,1,0.1470,0.1839
2,1024,1,1.0277,1.0627
3,1024,1,0.9662,1.0042
4,1024,1,1.1621,1.1991
1,1024,1,0.1462,0.1827
2,1024,1,1.0234,1.0599
3,1024,1,0.9666,1.0032
4,1024,1,1.1661,1.2036
1,1024,1,0.1463,0.1836
2,1024,1,1.0231,1.0614
3,1024,1,0.9686,1.0110
4,1024,1,1.1635,1.2000
1,1024,1,0.1461,0.1836
2,1024,1,1.0244,1.0594
3,1024,1,0.9671,1.0035
4,1024,1,1.1629,1.2001
1,1024,2,0.0762,0.1196
2,1024,2,0.5957,0.6399
3,1024,2,0.5022,0.5455
4,1024,2,0.6398,0.6824
1,1024,2,0.0763,0.1202
2,1024,2,0.5918,0.6343
3,1024,2,0.4964,0.5396
4,1024,2,0.6410,0.6849
1,1024,2,0.0764,0.1204
2,1024,2,0.5966,0.6414
3,1024,2,0.5028,0.5464
4,1024,2,0.6409,0.6919
1,1024,2,0.0765,0.1198
2,1024,2,0.5920,0.6360
3,1024,2,0.4978,0.5405
4,1024,2,0.6328,0.6753
1,1024,2,0.0762,0.1185
2,1024,2,0.5994,0.6421
3,1024,2,0.4964,0.5392
4,1024,2,0.6362,0.6786
1,1024,2,0.0767,0.1193
2,1024,2,0.5958,0.6392
3,1024,2,0.5035,0.5466
4,1024,2,0.6338,0.6774
1,1024,2,0.0765,0.1198
2,1024,2,0.5950,0.6383
3,1024,2,0.5029,0.5453
4,1024,2,0.6482,0.6922
1,1024,2,0.0792,0.1235
2,1024,2,0.6272,0.6706
3,1024,2,0.5301,0.5749
4,1024,2,0.6743,0.7178
1,1024,2,0.0768,0.1201
2,1024,2,0.6278,0.6715
3,1024,2,0.5036,0.5469
4,1024,2,0.6436,0.6939
1,1024,2,0.0800,0.1250
2,1024,2,0.6279,0.6711
3,1024,2,0.5299,0.5734
4,1024,2,0.6719,0.7153
1,1024,4,0.0738,0.1171
2,1024,4,0.3284,0.3719
3,1024,4,0.3143,0.3619
4,1024,4,0.3556,0.4010
1,1024,4,0.0733,0.1178
2,1024,4,0.3301,0.3741
3,1024,4,0.3276,0.3727
4,1024,4,0.3496,0.3937
1,1024,4,0.0760,0.1202
2,1024,4,0.3285,0.3752
3,1024,4,0.3052,0.3493
4,1024,4,0.3546,0.3997
1,1024,4,0.0736,0.1187
2,1024,4,0.3280,0.3714
3,1024,4,0.3096,0.3625
4,1024,4,0.3560,0.4008
1,1024,4,0.0756,0.1205
2,1024,4,0.3302,0.3780
3,1024,4,0.3013,0.3451
4,1024,4,0.3576,0.4030
1,1024,4,0.0760,0.1204
2,1024,4,0.3379,0.3982
3,1024,4,0.3023,0.3464
4,1024,4,0.3508,0.3947
1,1024,4,0.0803,0.1291
2,1024,4,0.3424,0.3936
3,1024,4,0.3051,0.3500
4,1024,4,0.3494,0.3938
1,1024,4,0.0759,0.1208
2,1024,4,0.3289,0.3729
3,1024,4,0.3054,0.3509
4,1024,4,0.3491,0.3940
1,1024,4,0.0757,0.1209
2,1024,4,0.3314,0.3827
3,1024,4,0.3063,0.3513
4,1024,4,0.3549,0.4005
1,1024,4,0.0805,0.1265
2,1024,4,0.3388,0.3954
3,1024,4,0.3094,0.3547
4,1024,4,0.3555,0.4009
1,1024,8,0.0660,0.1177
2,1024,8,0.1875,0.2362
3,1024,8,0.1773,0.2252
4,1024,8,0.2075,0.2603
1,1024,8,0.0628,0.1101
2,1024,8,0.1921,0.2434
3,1024,8,0.1929,0.2460
4,1024,8,0.2047,0.2569
1,1024,8,0.0600,0.1126
2,1024,8,0.1854,0.2333
3,1024,8,0.1783,0.2259
4,1024,8,0.2039,0.2551
1,1024,8,0.0601,0.1080
2,1024,8,0.1878,0.2390
3,1024,8,0.1774,0.2270
4,1024,8,0.2061,0.2570
1,1024,8,0.0598,0.1090
2,1024,8,0.1919,0.2406
3,1024,8,0.1778,0.2249
4,1024,8,0.2039,0.2559
1,1024,8,0.0603,0.1116
2,1024,8,0.1877,0.2352
3,1024,8,0.1838,0.2368
4,1024,8,0.2043,0.2509
1,1024,8,0.0605,0.1118
2,1024,8,0.1898,0.2416
3,1024,8,0.1779,0.2264
4,1024,8,0.2038,0.2549
1,1024,8,0.0615,0.1085
2,1024,8,0.2079,0.2619
3,1024,8,0.1772,0.2282
4,1024,8,0.2040,0.2519
1,1024,8,0.0607,0.1124
2,1024,8,0.1867,0.2388
3,1024,8,0.1769,0.2314
4,1024,8,0.2039,0.2515
1,1024,8,0.0604,0.1115
2,1024,8,0.1923,0.2451
3,1024,8,0.1779,0.2292
4,1024,8,0.2039,0.2536
1,1024,16,0.0400,0.0829
2,1024,16,0.1743,0.2185
3,1024,16,0.1842,0.2281
4,1024,16,0.2087,0.2529
1,1024,16,0.0452,0.0898
2,1024,16,0.1796,0.2318
3,1024,16,0.1871,0.2324
4,1024,16,0.2109,0.2629
1,1024,16,0.0473,0.0926
2,1024,16,0.1779,0.2222
3,1024,16,0.1656,0.2099
4,1024,16,0.2056,0.2508
1,1024,16,0.0497,0.1084
2,1024,16,0.1795,0.2237
3,1024,16,0.1782,0.2221
4,1024,16,0.2063,0.2509
1,1024,16,0.0399,0.0851
2,1024,16,0.1784,0.2231
3,1024,16,0.1772,0.2227
4,1024,16,0.2118,0.2555
1,1024,16,0.0464,0.0920
2,1024,16,0.1852,0.2315
3,1024,16,0.1738,0.2184
4,1024,16,0.2139,0.2572
1,1024,16,0.0555,0.1008
2,1024,16,0.1813,0.2311
3,1024,16,0.1739,0.2202
4,1024,16,0.1978,0.2406
1,1024,16,0.0397,0.0831
2,1024,16,0.1931,0.2407
3,1024,16,0.1852,0.2386
4,1024,16,0.2032,0.2468
1,1024,16,0.0512,0.1064
2,1024,16,0.1702,0.2128
3,1024,16,0.1748,0.2175
4,1024,16,0.2132,0.2607
1,1024,16,0.0399,0.0840
2,1024,16,0.1854,0.2285
3,1024,16,0.1759,0.2202
4,1024,16,0.1968,0.2413
1,1024,32,0.0358,0.0812
2,1024,32,0.1707,0.2144
3,1024,32,0.1759,0.2207
4,1024,32,0.1979,0.2483
1,1024,32,0.0346,0.0789
2,1024,32,0.1762,0.2199
3,1024,32,0.1632,0.2069
4,1024,32,0.1939,0.2389
1,1024,32,0.0354,0.0782
2,1024,32,0.1788,0.2238
3,1024,32,0.1678,0.2110
4,1024,32,0.2030,0.2480
1,1024,32,0.0332,0.0773
2,1024,32,0.1772,0.2210
3,1024,32,0.1628,0.2073
4,1024,32,0.2005,0.2447
1,1024,32,0.0317,0.0753
2,1024,32,0.1838,0.2291
3,1024,32,0.1678,0.2131
4,1024,32,0.1938,0.2388
1,1024,32,0.0306,0.0745
2,1024,32,0.1743,0.2220
3,1024,32,0.1624,0.2123
4,1024,32,0.1970,0.2405
1,1024,32,0.0316,0.0751
2,1024,32,0.1737,0.2184
3,1024,32,0.1657,0.2105
4,1024,32,0.1990,0.2416
1,1024,32,0.0376,0.0817
2,1024,32,0.1763,0.2314
3,1024,32,0.1683,0.2149
4,1024,32,0.1952,0.2410
1,1024,32,0.0307,0.0751
2,1024,32,0.1704,0.2135
3,1024,32,0.1697,0.2141
4,1024,32,0.1918,0.2445
1,1024,32,0.0362,0.0819
2,1024,32,0.1700,0.2138
3,1024,32,0.1664,0.2096
4,1024,32,0.2094,0.2538
1,2048,1,0.5774,0.7296
2,2048,1,4.0913,4.2440
3,2048,1,3.8609,4.0133
4,2048,1,4.6411,4.7922
1,2048,1,0.5758,0.7261
2,2048,1,4.0703,4.2243
3,2048,1,3.8566,4.0110
4,2048,1,4.6462,4.8002
1,2048,1,0.5779,0.7383
2,2048,1,4.0910,4.2430
3,2048,1,3.8476,3.9982
4,2048,1,4.6470,4.7969
1,2048,1,0.5776,0.7273
2,2048,1,4.0811,4.2348
3,2048,1,3.8470,3.9978
4,2048,1,4.6362,4.7865
1,2048,1,0.5769,0.7251
2,2048,1,4.0888,4.2416
3,2048,1,3.8505,3.9997
4,2048,1,4.6376,4.7862
1,2048,1,0.5760,0.7209
2,2048,1,4.0863,4.2373
3,2048,1,3.8545,4.0032
4,2048,1,4.6464,4.7962
1,2048,1,0.5771,0.7250
2,2048,1,4.0681,4.2205
3,2048,1,3.8391,3.9891
4,2048,1,4.6203,4.7693
1,2048,1,0.5763,0.7243
2,2048,1,4.0759,4.2251
3,2048,1,3.8505,4.0011
4,2048,1,4.6308,4.7810
1,2048,1,0.5768,0.7290
2,2048,1,4.0836,4.2333
3,2048,1,3.8530,4.0035
4,2048,1,4.6393,4.7926
1,2048,1,0.5780,0.7276
2,2048,1,4.0820,4.2331
3,2048,1,3.8486,3.9988
4,2048,1,4.6352,4.7890
1,2048,2,0.3000,0.4779
2,2048,2,2.3766,2.5623
3,2048,2,2.0097,2.1935
4,2048,2,2.5444,2.7306
1,2048,2,0.3006,0.4808
