region,size,threads,computation_time,total_time
2,128,8,0.0031,0.0038
3,128,8,0.0029,0.0036
4,128,8,0.0032,0.0040
1,128,8,0.0011,0.0019
2,128,8,0.0039,0.0048
3,128,8,0.0029,0.0037
4,128,8,0.0032,0.0040
1,128,16,0.0008,0.0016
2,128,16,0.0043,0.0050
3,128,16,0.0037,0.0045
4,128,16,0.0043,0.0052
1,128,16,0.0008,0.0015
2,128,16,0.0042,0.0050
3,128,16,0.0036,0.0044
4,128,16,0.0043,0.0051
1,128,16,0.0008,0.0016
2,128,16,0.0039,0.0047
3,128,16,0.0039,0.0048
4,128,16,0.0038,0.0046
1,128,16,0.0008,0.0019
2,128,16,0.0038,0.0046
3,128,16,0.0038,0.0046
4,128,16,0.0044,0.0052
1,128,16,0.0008,0.0016
2,128,16,0.0042,0.0050
3,128,16,0.0039,0.0047
4,128,16,0.0043,0.0051
1,128,16,0.0008,0.0016
2,128,16,0.0042,0.0050
3,128,16,0.0038,0.0047
4,128,16,0.0044,0.0052
1,128,16,0.0008,0.0016
2,128,16,0.0036,0.0044
3,128,16,0.0039,0.0048
4,128,16,0.0043,0.0052
1,128,16,0.0008,0.0016
2,128,16,0.0040,0.0048
3,128,16,0.0035,0.0044
4,128,16,0.0043,0.0051
1,128,16,0.0008,0.0016
2,128,16,0.0037,0.0046
3,128,16,0.0037,0.0046
4,128,16,0.0043,0.0050
1,128,16,0.0008,0.0015
2,128,16,0.0040,0.0048
3,128,16,0.0035,0.0043
4,128,16,0.0043,0.0051
1,128,32,0.0011,0.0019
2,128,32,0.0034,0.0042
3,128,32,0.0031,0.0039
4,128,32,0.0039,0.0047
1,128,32,0.0012,0.0020
2,128,32,0.0037,0.0047
3,128,32,0.0038,0.0045
4,128,32,0.0044,0.0052
1,128,32,0.0011,0.0019
2,128,32,0.0035,0.0042
3,128,32,0.0039,0.0048
4,128,32,0.0039,0.0047
1,128,32,0.0012,0.0022
2,128,32,0.0036,0.0044
3,128,32,0.0039,0.0047
4,128,32,0.0042,0.0050
1,128,32,0.0064,0.0072
2,128,32,0.0041,0.0049
3,128,32,0.0042,0.0051
4,128,32,0.0050,0.0058
1,128,32,0.0013,0.0023
2,128,32,0.0036,0.0044
3,128,32,0.0038,0.0047
4,128,32,0.0040,0.0048
1,128,32,0.0009,0.0018
2,128,32,0.0032,0.0040
3,128,32,0.0030,0.0038
4,128,32,0.0035,0.0043
1,128,32,0.0010,0.0018
2,128,32,0.0037,0.0046
3,128,32,0.0036,0.0044
4,128,32,0.0043,0.0051
1,128,32,0.0009,0.0017
2,128,32,0.0030,0.0038
3,128,32,0.0031,0.0039
4,128,32,0.0036,0.0045
1,128,32,0.0011,0.0020
2,128,32,0.0037,0.0045
3,128,32,0.0037,0.0045
4,128,32,0.0044,0.0052
1,256,1,0.0106,0.0139
2,256,1,0.0705,0.0737
3,256,1,0.0640,0.0671
4,256,1,0.0745,0.0773
1,256,1,0.0101,0.0131
2,256,1,0.0664,0.0697
3,256,1,0.0636,0.0670
4,256,1,0.0756,0.0787
1,256,1,0.0097,0.0126
2,256,1,0.0668,0.0699
3,256,1,0.0628,0.0663
4,256,1,0.0760,0.0791
1,256,1,0.0101,0.0130
2,256,1,0.0696,0.0728
3,256,1,0.0639,0.0675
4,256,1,0.0745,0.0775
1,256,1,0.0096,0.0126
2,256,1,0.0655,0.0685
3,256,1,0.0624,0.0661
4,256,1,0.0747,0.0780
1,256,1,0.0102,0.0133
2,256,1,0.0657,0.0690
3,256,1,0.0626,0.0658
4,256,1,0.0753,0.0785
1,256,1,0.0104,0.0132
2,256,1,0.0667,0.0696
3,256,1,0.0626,0.0655
4,256,1,0.0760,0.0790
1,256,1,0.0100,0.0132
2,256,1,0.0662,0.0691
3,256,1,0.0634,0.0664
4,256,1,0.0749,0.0778
1,256,1,0.0097,0.0130
2,256,1,0.0664,0.0695
3,256,1,0.0632,0.0661
4,256,1,0.0750,0.0779
1,256,1,0.0096,0.0125
2,256,1,0.0668,0.0698
3,256,1,0.0631,0.0662
4,256,1,0.0765,0.0796
1,256,2,0.0051,0.0084
2,256,2,0.0384,0.0416
3,256,2,0.0319,0.0348
4,256,2,0.0403,0.0432
1,256,2,0.0052,0.0081
2,256,2,0.0380,0.0411
3,256,2,0.0319,0.0347
4,256,2,0.0413,0.0447
1,256,2,0.0053,0.0084
2,256,2,0.0381,0.0412
3,256,2,0.0323,0.0351
4,256,2,0.0407,0.0439
1,256,2,0.0052,0.0081
2,256,2,0.0376,0.0405
3,256,2,0.0319,0.0348
4,256,2,0.0405,0.0439
1,256,2,0.0052,0.0080
2,256,2,0.0383,0.0415
3,256,2,0.0319,0.0348
4,256,2,0.0407,0.0438
1,256,2,0.0050,0.0079
2,256,2,0.0376,0.0406
3,256,2,0.0321,0.0350
4,256,2,0.0409,0.0449
1,256,2,0.0052,0.0080
2,256,2,0.0375,0.0407
3,256,2,0.0321,0.0350
4,256,2,0.0411,0.0440
1,256,2,0.0052,0.0081
2,256,2,0.0380,0.0413
3,256,2,0.0320,0.0349
4,256,2,0.0410,0.0444
1,256,2,0.0051,0.0080
2,256,2,0.0379,0.0408
3,256,2,0.0319,0.0347
4,256,2,0.0412,0.0441
1,256,2,0.0051,0.0080
2,256,2,0.0376,0.0406
3,256,2,0.0323,0.0352
4,256,2,0.0409,0.0443
1,256,4,0.0049,0.0078
2,256,4,0.0208,0.0238
3,256,4,0.0191,0.0224
4,256,4,0.0218,0.0248
1,256,4,0.0050,0.0080
2,256,4,0.0203,0.0232
3,256,4,0.0190,0.0219
4,256,4,0.0216,0.0247
1,256,4,0.0050,0.0081
2,256,4,0.0204,0.0236
3,256,4,0.0196,0.0228
4,256,4,0.0218,0.0247
1,256,4,0.0050,0.0080
2,256,4,0.0207,0.0237
3,256,4,0.0188,0.0218
4,256,4,0.0217,0.0248
1,256,4,0.0050,0.0079
2,256,4,0.0205,0.0235
3,256,4,0.0194,0.0223
4,256,4,0.0216,0.0245
1,256,4,0.0049,0.0078
2,256,4,0.0206,0.0235
3,256,4,0.0189,0.0218
4,256,4,0.0218,0.0251
1,256,4,0.0050,0.0078
2,256,4,0.0205,0.0234
3,256,4,0.0190,0.0220
4,256,4,0.0216,0.0246
1,256,4,0.0049,0.0080
2,256,4,0.0204,0.0233
3,256,4,0.0192,0.0221
4,256,4,0.0218,0.0249
1,256,4,0.0049,0.0077
2,256,4,0.0205,0.0233
3,256,4,0.0190,0.0219
4,256,4,0.0217,0.0247
1,256,4,0.0050,0.0079
2,256,4,0.0229,0.0260
3,256,4,0.0189,0.0218
4,256,4,0.0216,0.0247
1,256,8,0.0039,0.0070
2,256,8,0.0121,0.0155
3,256,8,0.0112,0.0142
4,256,8,0.0138,0.0167
1,256,8,0.0040,0.0070
2,256,8,0.0128,0.0157
3,256,8,0.0110,0.0140
4,256,8,0.0153,0.0188
1,256,8,0.0039,0.0068
2,256,8,0.0129,0.0158
3,256,8,0.0110,0.0138
4,256,8,0.0148,0.0177
1,256,8,0.0040,0.0069
2,256,8,0.0120,0.0149
3,256,8,0.0132,0.0162
4,256,8,0.0130,0.0159
1,256,8,0.0039,0.0069
2,256,8,0.0120,0.0150
3,256,8,0.0118,0.0146
4,256,8,0.0128,0.0157
1,256,8,0.0040,0.0068
2,256,8,0.0121,0.0148
3,256,8,0.0163,0.0195
4,256,8,0.0128,0.0157
1,256,8,0.0041,0.0070
2,256,8,0.0120,0.0149
3,256,8,0.0112,0.0142
4,256,8,0.0128,0.0157
1,256,8,0.0042,0.0076
2,256,8,0.0120,0.0150
3,256,8,0.0114,0.0148
4,256,8,0.0127,0.0156
1,256,8,0.0039,0.0069
2,256,8,0.0120,0.0150
3,256,8,0.0110,0.0140
4,256,8,0.0127,0.0159
1,256,8,0.0040,0.0068
2,256,8,0.0123,0.0153
3,256,8,0.0111,0.0141
4,256,8,0.0128,0.0156
1,256,16,0.0039,0.0075
2,256,16,0.0143,0.0173
3,256,16,0.0117,0.0147
4,256,16,0.0142,0.0176
1,256,16,0.0032,0.0062
2,256,16,0.0112,0.0142
3,256,16,0.0138,0.0167
4,256,16,0.0161,0.0191
1,256,16,0.0027,0.0057
2,256,16,0.0135,0.0166
3,256,16,0.0124,0.0154
4,256,16,0.0163,0.0194
1,256,16,0.0032,0.0060
2,256,16,0.0118,0.0147
3,256,16,0.0142,0.0173
4,256,16,0.0137,0.0167
1,256,16,0.0035,0.0065
2,256,16,0.0123,0.0151
3,256,16,0.0114,0.0144
4,256,16,0.0152,0.0182
1,256,16,0.0031,0.0065
2,256,16,0.0132,0.0162
3,256,16,0.0133,0.0167
4,256,16,0.0133,0.0162
1,256,16,0.0032,0.0065
2,256,16,0.0130,0.0159
3,256,16,0.0117,0.0153
4,256,16,0.0125,0.0154
1,256,16,0.0031,0.0060
2,256,16,0.0136,0.0166
3,256,16,0.0119,0.0150
4,256,16,0.0140,0.0170
1,256,16,0.0026,0.0055
2,256,16,0.0137,0.0166
3,256,16,0.0120,0.0149
4,256,16,0.0153,0.0183
1,256,16,0.0030,0.0059
2,256,16,0.0129,0.0158
3,256,16,0.0119,0.0150
4,256,16,0.0136,0.0166
1,256,32,0.0029,0.0058
2,256,32,0.0113,0.0142
3,256,32,0.0111,0.0140
4,256,32,0.0131,0.0160
1,256,32,0.0036,0.0066
2,256,32,0.0110,0.0138
3,256,32,0.0113,0.0142
4,256,32,0.0131,0.0161
1,256,32,0.0034,0.0064
2,256,32,0.0117,0.0146
3,256,32,0.0110,0.0145
4,256,32,0.0136,0.0166
1,256,32,0.0032,0.0066
2,256,32,0.0118,0.0147
3,256,32,0.0113,0.0143
4,256,32,0.0135,0.0164
1,256,32,0.0030,0.0065
2,256,32,0.0120,0.0149
3,256,32,0.0110,0.0142
4,256,32,0.0138,0.0167
1,256,32,0.0029,0.0060
2,256,32,0.0111,0.0139
3,256,32,0.0112,0.0146
4,256,32,0.0135,0.0165
1,256,32,0.0036,0.0064
2,256,32,0.0114,0.0142
3,256,32,0.0111,0.0145
4,256,32,0.0138,0.0167
1,256,32,0.0026,0.0060
2,256,32,0.0116,0.0147
3,256,32,0.0108,0.0138
4,256,32,0.0135,0.0164
1,256,32,0.0030,0.0060
2,256,32,0.0121,0.0153
3,256,32,0.0107,0.0136
4,256,32,0.0131,0.0161
1,256,32,0.0029,0.0058
2,256,32,0.0115,0.0145
3,256,32,0.0113,0.0142
4,256,32,0.0135,0.0164
1,512,1,0.0379,0.0499
2,512,1,0.2580,0.2691
3,512,1,0.2405,0.2516
4,512,1,0.2884,0.3003
1,512,1,0.0376,0.0487
2,512,1,0.2560,0.2674
3,512,1,0.2399,0.2508
4,512,1,0.2890,0.2999
1,512,1,0.0377,0.0508
2,512,1,0.2540,0.2652
3,512,1,0.2389,0.2502
4,512,1,0.2915,0.3027
1,512,1,0.0383,0.0492
2,512,1,0.2551,0.2667
3,512,1,0.2419,0.2537
4,512,1,0.2889,0.3003
1,512,1,0.0389,0.0500
2,512,1,0.2551,0.2662
3,512,1,0.2406,0.2522
4,512,1,0.2916,0.3037
1,512,1,0.0380,0.0491
2,512,1,0.2535,0.2650
3,512,1,0.2427,0.2547
4,512,1,0.2903,0.3015
1,512,1,0.0385,0.0505
2,512,1,0.2554,0.2664
3,512,1,0.2423,0.2541
4,512,1,0.2922,0.3035
1,512,1,0.0376,0.0487
2,512,1,0.2543,0.2655
3,512,1,0.2422,0.2535
4,512,1,0.2910,0.3020
1,512,1,0.0392,0.0509
2,512,1,0.2561,0.2682
3,512,1,0.2417,0.2532
4,512,1,0.2915,0.3027
1,512,1,0.0377,0.0486
2,512,1,0.2553,0.2677
3,512,1,0.2422,0.2531
4,512,1,0.2892,0.3004
1,512,2,0.0206,0.0315
2,512,2,0.1482,0.1601
3,512,2,0.1259,0.1367
4,512,2,0.1594,0.1728
1,512,2,0.0202,0.0314
2,512,2,0.1486,0.1601
3,512,2,0.1257,0.1368
4,512,2,0.1594,0.1705
1,512,2,0.0198,0.0310
2,512,2,0.1479,0.1593
3,512,2,0.1258,0.1369
4,512,2,0.1607,0.1719
1,512,2,0.0194,0.0308
2,512,2,0.1478,0.1595
3,512,2,0.1261,0.1373
4,512,2,0.1595,0.1706
1,512,2,0.0203,0.0317
2,512,2,0.1481,0.1599
3,512,2,0.1251,0.1360
4,512,2,0.1597,0.1710
1,512,2,0.0194,0.0306
2,512,2,0.1486,0.1597
3,512,2,0.1247,0.1359
4,512,2,0.1603,0.1713
1,512,2,0.0204,0.0314
2,512,2,0.1488,0.1610
3,512,2,0.1257,0.1368
4,512,2,0.1589,0.1700
1,512,2,0.0199,0.0314
2,512,2,0.1478,0.1598
3,512,2,0.1256,0.1373
4,512,2,0.1596,0.1708
1,512,2,0.0198,0.0309
2,512,2,0.1490,0.1607
3,512,2,0.1249,0.1359
4,512,2,0.1600,0.1712
1,512,2,0.0195,0.0305
2,512,2,0.1479,0.1594
3,512,2,0.1245,0.1355
4,512,2,0.1584,0.1696
1,512,4,0.0185,0.0295
2,512,4,0.0808,0.0924
3,512,4,0.0745,0.0862
4,512,4,0.0862,0.0971
1,512,4,0.0188,0.0301
2,512,4,0.0814,0.0922
3,512,4,0.0745,0.0857
4,512,4,0.0862,0.0974
1,512,4,0.0188,0.0305
2,512,4,0.0852,0.0969
3,512,4,0.0746,0.0858
4,512,4,0.0861,0.0974
1,512,4,0.0182,0.0298
2,512,4,0.0813,0.0928
3,512,4,0.0747,0.0856
4,512,4,0.0863,0.0975
1,512,4,0.0184,0.0296
2,512,4,0.0810,0.0919
3,512,4,0.0744,0.0854
4,512,4,0.0862,0.0972
1,512,4,0.0187,0.0300
2,512,4,0.0806,0.0917
3,512,4,0.0751,0.0868
4,512,4,0.0860,0.0972
1,512,4,0.0189,0.0302
2,512,4,0.0810,0.0931
3,512,4,0.0749,0.0858
4,512,4,0.0860,0.0970
1,512,4,0.0186,0.0298
2,512,4,0.0815,0.0923
3,512,4,0.0749,0.0863
4,512,4,0.0860,0.0970
1,512,4,0.0188,0.0300
2,512,4,0.0818,0.0930
3,512,4,0.0748,0.0857
4,512,4,0.0860,0.0969
1,512,4,0.0186,0.0297
2,512,4,0.0810,0.0930
3,512,4,0.0744,0.0857
4,512,4,0.0863,0.0972
1,512,8,0.0148,0.0264
2,512,8,0.0480,0.0591
3,512,8,0.0445,0.0555
4,512,8,0.0509,0.0621
1,512,8,0.0152,0.0262
2,512,8,0.0476,0.0589
3,512,8,0.0441,0.0552
4,512,8,0.0508,0.0619
1,512,8,0.0146,0.0260
2,512,8,0.0470,0.0581
3,512,8,0.0439,0.0550
4,512,8,0.0505,0.0614
1,512,8,0.0147,0.0260
2,512,8,0.0475,0.0590
3,512,8,0.0438,0.0548
4,512,8,0.0502,0.0612
1,512,8,0.0148,0.0256
2,512,8,0.0492,0.0602
3,512,8,0.0448,0.0561
4,512,8,0.0518,0.0631
1,512,8,0.0150,0.0267
2,512,8,0.0481,0.0595
3,512,8,0.0456,0.0565
4,512,8,0.0530,0.0642
1,512,8,0.0148,0.0264
2,512,8,0.0491,0.0623
3,512,8,0.0441,0.0552
4,512,8,0.0513,0.0643
1,512,8,0.0147,0.0258
2,512,8,0.0473,0.0583
3,512,8,0.0447,0.0554
4,512,8,0.0509,0.0617
1,512,8,0.0151,0.0261
2,512,8,0.0483,0.0594
3,512,8,0.0475,0.0583
4,512,8,0.0510,0.0621
1,512,8,0.0149,0.0282
2,512,8,0.0476,0.0588
3,512,8,0.0461,0.0573
4,512,8,0.0502,0.0612
1,512,16,0.0114,0.0227
2,512,16,0.0472,0.0586
3,512,16,0.0486,0.0599
4,512,16,0.0500,0.0615
1,512,16,0.0108,0.0220
2,512,16,0.0494,0.0605
3,512,16,0.0423,0.0535
4,512,16,0.0503,0.0618
1,512,16,0.0110,0.0221
2,512,16,0.0469,0.0581
3,512,16,0.0430,0.0539
4,512,16,0.0502,0.0613
1,512,16,0.0110,0.0222
2,512,16,0.0473,0.0588
3,512,16,0.0464,0.0592
4,512,16,0.0511,0.0621
1,512,16,0.0109,0.0224
2,512,16,0.0441,0.0551
3,512,16,0.0443,0.0553
4,512,16,0.0550,0.0659
1,512,16,0.0106,0.0219
2,512,16,0.0476,0.0592
3,512,16,0.0453,0.0564
4,512,16,0.0517,0.0627
1,512,16,0.0110,0.0221
2,512,16,0.0432,0.0543
3,512,16,0.0485,0.0595
4,512,16,0.0516,0.0624
1,512,16,0.0115,0.0227
2,512,16,0.0446,0.0557
3,512,16,0.0462,0.0572
4,512,16,0.0499,0.0610
1,512,16,0.0115,0.0229
2,512,16,0.0454,0.0566
3,512,16,0.0428,0.0538
4,512,16,0.0498,0.0610
1,512,16,0.0102,0.0212
2,512,16,0.0467,0.0578
3,512,16,0.0446,0.0560
4,512,16,0.0523,0.0656
1,512,32,0.0090,0.0200
2,512,32,0.0443,0.0557
3,512,32,0.0425,0.0536
4,512,32,0.0488,0.0601
1,512,32,0.0091,0.0223
2,512,32,0.0432,0.0543
3,512,32,0.0414,0.0521
4,512,32,0.0502,0.0614
1,512,32,0.0090,0.0200
2,512,32,0.0441,0.0558
3,512,32,0.0414,0.0524
4,512,32,0.0495,0.0606
1,512,32,0.0094,0.0203
2,512,32,0.0431,0.0549
3,512,32,0.0445,0.0556
4,512,32,0.0488,0.0601
1,512,32,0.0073,0.0204
2,512,32,0.0432,0.0543
3,512,32,0.0425,0.0536
4,512,32,0.0494,0.0609
1,512,32,0.0090,0.0201
2,512,32,0.0445,0.0567
3,512,32,0.0463,0.0592
4,512,32,0.0499,0.0609
1,512,32,0.0092,0.0207
2,512,32,0.0424,0.0556
3,512,32,0.0452,0.0564
4,512,32,0.0488,0.0598
1,512,32,0.0091,0.0202
2,512,32,0.0449,0.0563
3,512,32,0.0441,0.0554
4,512,32,0.0501,0.0614
1,512,32,0.0102,0.0213
2,512,32,0.0424,0.0538
3,512,32,0.0415,0.0526
4,512,32,0.0489,0.0604
1,512,32,0.0086,0.0198
2,512,32,0.0434,0.0566
3,512,32,0.0411,0.0524
4,512,32,0.0493,0.0604
1,1024,1,0.1528,0.1968
2,1024,1,1.0073,1.0509
3,1024,1,0.9518,0.9945
4,1024,1,1.1414,1.1857
1,1024,1,0.1448,0.1890
2,1024,1,1.0060,1.0505
3,1024,1,0.9504,0.9934
4,1024,1,1.1457,1.1894
1,1024,1,0.1465,0.1912
2,1024,1,1.0130,1.0561
3,1024,1,0.9529,0.9975
4,1024,1,1.1521,1.1950
1,1024,1,0.1444,0.1899
2,1024,1,1.0107,1.0548
3,1024,1,0.9494,0.9933
4,1024,1,1.1465,1.1965
1,1024,1,0.1472,0.1908
2,1024,1,1.0071,1.0502
3,1024,1,0.9460,0.9897
4,1024,1,1.1424,1.1861
1,1024,1,0.1446,0.1898
2,1024,1,1.0104,1.0547
3,1024,1,0.9514,0.9952
4,1024,1,1.1505,1.1943
1,1024,1,0.1451,0.1897
2,1024,1,1.0064,1.0511
3,1024,1,0.9565,1.0014
4,1024,1,1.1474,1.1916
1,1024,1,0.1455,0.1905
2,1024,1,1.0121,1.0557
3,1024,1,0.9529,0.9965
4,1024,1,1.1454,1.1891
1,1024,1,0.1446,0.1885
2,1024,1,1.0081,1.0520
3,1024,1,0.9500,0.9938
4,1024,1,1.1492,1.1995
1,1024,1,0.1441,0.1879
2,1024,1,1.0076,1.0521
3,1024,1,0.9901,1.0346
4,1024,1,1.2618,1.3081
1,1024,2,0.0788,0.1248
2,1024,2,0.6194,0.6632
3,1024,2,0.5074,0.5530
4,1024,2,0.6867,0.7328
1,1024,2,0.0787,0.1250
2,1024,2,0.6165,0.6633
3,1024,2,0.5202,0.5677
4,1024,2,0.6432,0.6895
1,1024,2,0.0815,0.1268
2,1024,2,0.6295,0.6791
3,1024,2,0.5340,0.5792
4,1024,2,0.6629,0.7057
1,1024,2,0.0842,0.1371
2,1024,2,0.6208,0.6666
3,1024,2,0.5272,0.5742
4,1024,2,0.6622,0.7076
1,1024,2,0.0762,0.1203
2,1024,2,0.5868,0.6315
3,1024,2,0.4918,0.5352
4,1024,2,0.6237,0.6715
1,1024,2,0.0756,0.1212
2,1024,2,0.5872,0.6308
3,1024,2,0.4969,0.5407
4,1024,2,0.6319,0.6755
1,1024,2,0.0765,0.1214
2,1024,2,0.5883,0.6386
3,1024,2,0.4958,0.5407
4,1024,2,0.6330,0.6777
1,1024,2,0.0759,0.1200
2,1024,2,0.5874,0.6307
3,1024,2,0.4962,0.5394
4,1024,2,0.6326,0.6767
1,1024,2,0.0758,0.1204
2,1024,2,0.5811,0.6246
3,1024,2,0.4949,0.5382
4,1024,2,0.6318,0.6813
1,1024,2,0.0752,0.1272
2,1024,2,0.5867,0.6318
3,1024,2,0.4946,0.5386
4,1024,2,0.6343,0.6778
1,1024,4,0.0718,0.1163
2,1024,4,0.3220,0.3663
3,1024,4,0.2970,0.3404
4,1024,4,0.3443,0.3888
1,1024,4,0.0850,0.1299
2,1024,4,0.3217,0.3661
3,1024,4,0.2969,0.3414
4,1024,4,0.3430,0.3867
1,1024,4,0.0787,0.1226
2,1024,4,0.3212,0.3658
3,1024,4,0.3216,0.3701
4,1024,4,0.3438,0.3873
1,1024,4,0.0866,0.1293
2,1024,4,0.3232,0.3679
3,1024,4,0.2962,0.3406
4,1024,4,0.3429,0.3892
1,1024,4,0.0853,0.1392
2,1024,4,0.3231,0.3679
3,1024,4,0.2952,0.3385
4,1024,4,0.3431,0.3876
1,1024,4,0.0915,0.1381
2,1024,4,0.3329,0.3758
3,1024,4,0.2964,0.3409
4,1024,4,0.3469,0.3911
1,1024,4,0.0920,0.1363
2,1024,4,0.3217,0.3669
3,1024,4,0.2955,0.3448
4,1024,4,0.3431,0.3873
1,1024,4,0.0926,0.1372
2,1024,4,0.3218,0.3659
3,1024,4,0.3013,0.3470
4,1024,4,0.3489,0.3934
1,1024,4,0.0777,0.1224
2,1024,4,0.3229,0.3674
3,1024,4,0.2962,0.3398
4,1024,4,0.3437,0.3871
1,1024,4,0.0801,0.1262
2,1024,4,0.3225,0.3669
3,1024,4,0.2962,0.3408
4,1024,4,0.3487,0.3925
1,1024,8,0.0624,0.1061
2,1024,8,0.1894,0.2333
3,1024,8,0.1753,0.2195
4,1024,8,0.2015,0.2465
1,1024,8,0.0600,0.1125
2,1024,8,0.1918,0.2353
3,1024,8,0.1797,0.2235
4,1024,8,0.2044,0.2481
1,1024,8,0.0575,0.1010
2,1024,8,0.1891,0.2328
3,1024,8,0.1766,0.2211
4,1024,8,0.2002,0.2443
1,1024,8,0.0583,0.1018
2,1024,8,0.1891,0.2332
3,1024,8,0.1736,0.2186
4,1024,8,0.2012,0.2451
1,1024,8,0.0620,0.1138
2,1024,8,0.1892,0.2339
3,1024,8,0.1780,0.2228
4,1024,8,0.2071,0.2515
1,1024,8,0.0577,0.1018
2,1024,8,0.2003,0.2446
3,1024,8,0.1744,0.2174
4,1024,8,0.2010,0.2449
1,1024,8,0.0587,0.1038
2,1024,8,0.1904,0.2343
3,1024,8,0.1734,0.2175
4,1024,8,0.2012,0.2466
1,1024,8,0.0580,0.1030
2,1024,8,0.1910,0.2344
3,1024,8,0.1741,0.2188
4,1024,8,0.2025,0.2461
1,1024,8,0.0616,0.1096
2,1024,8,0.1957,0.2396
3,1024,8,0.1746,0.2272
4,1024,8,0.2086,0.2519
1,1024,8,0.0581,0.1022
2,1024,8,0.1891,0.2332
3,1024,8,0.1746,0.2185
4,1024,8,0.2016,0.2454
1,1024,16,0.0445,0.0889
2,1024,16,0.1694,0.2171
3,1024,16,0.1728,0.2179
4,1024,16,0.2025,0.2471
1,1024,16,0.0468,0.0917
2,1024,16,0.1733,0.2167
3,1024,16,0.1693,0.2137
4,1024,16,0.2011,0.2457
1,1024,16,0.0420,0.0855
2,1024,16,0.1734,0.2184
3,1024,16,0.1672,0.2110
4,1024,16,0.1964,0.2409
1,1024,16,0.0456,0.0896
2,1024,16,0.1737,0.2172
3,1024,16,0.1675,0.2118
4,1024,16,0.2111,0.2556
1,1024,16,0.0500,0.0956
2,1024,16,0.1730,0.2167
3,1024,16,0.1651,0.2084
4,1024,16,0.1935,0.2380
1,1024,16,0.0412,0.0861
2,1024,16,0.1733,0.2169
3,1024,16,0.1755,0.2201
4,1024,16,0.1947,0.2395
1,1024,16,0.0408,0.0870
2,1024,16,0.1739,0.2176
3,1024,16,0.1703,0.2145
4,1024,16,0.2039,0.2499
1,1024,16,0.0420,0.1026
2,1024,16,0.1768,0.2203
3,1024,16,0.1683,0.2117
4,1024,16,0.1992,0.2439
1,1024,16,0.0472,0.1131
2,1024,16,0.1726,0.2181
3,1024,16,0.1701,0.2141
4,1024,16,0.2010,0.2467
1,1024,16,0.0420,0.0884
2,1024,16,0.1721,0.2229
3,1024,16,0.1717,0.2194
4,1024,16,0.1983,0.2435
1,1024,32,0.0295,0.0739
2,1024,32,0.1705,0.2145
3,1024,32,0.1643,0.2093
4,1024,32,0.1912,0.2354
1,1024,32,0.0292,0.0724
2,1024,32,0.1734,0.2167
3,1024,32,0.1641,0.2087
4,1024,32,0.1899,0.2346
1,1024,32,0.0296,0.0741
2,1024,32,0.1680,0.2112
3,1024,32,0.1610,0.2059
4,1024,32,0.1919,0.2412
1,1024,32,0.0329,0.0812
2,1024,32,0.1717,0.2164
3,1024,32,0.1618,0.2118
4,1024,32,0.1907,0.2350
1,1024,32,0.0333,0.0774
2,1024,32,0.1733,0.2174
3,1024,32,0.1635,0.2079
4,1024,32,0.1913,0.2350
1,1024,32,0.0319,0.0842
2,1024,32,0.1682,0.2212
3,1024,32,0.1621,0.2085
4,1024,32,0.1902,0.2347
1,1024,32,0.0325,0.0759
2,1024,32,0.1682,0.2120
3,1024,32,0.1584,0.2036
4,1024,32,0.1928,0.2370
1,1024,32,0.0320,0.0860
2,1024,32,0.1716,0.2176
3,1024,32,0.1597,0.2027
4,1024,32,0.1909,0.2349
1,1024,32,0.0298,0.0748
2,1024,32,0.1691,0.2125
3,1024,32,0.1600,0.2049
4,1024,32,0.1923,0.2368
1,1024,32,0.0340,0.0793
2,1024,32,0.1659,0.2101
3,1024,32,0.1599,0.2033
4,1024,32,0.1899,0.2364
1,2048,1,0.5705,0.7448
2,2048,1,4.0302,4.2126
3,2048,1,3.7894,3.9737
4,2048,1,4.5783,4.7646
1,2048,1,0.5701,0.7567
2,2048,1,4.0197,4.2040
3,2048,1,3.7883,3.9704
4,2048,1,4.5609,4.7429
1,2048,1,0.5688,0.7544
2,2048,1,4.0283,4.2145
3,2048,1,3.7937,3.9755
4,2048,1,4.5662,4.7479
1,2048,1,0.5728,0.7558
2,2048,1,4.0293,4.2157
3,2048,1,3.7912,3.9771
4,2048,1,4.5600,4.7430
1,2048,1,0.5687,0.7459
2,2048,1,4.0292,4.2103
3,2048,1,3.9701,4.1539
4,2048,1,4.6921,4.8791
1,2048,1,0.5929,0.7812
2,2048,1,4.1178,4.3024
3,2048,1,3.9163,4.1007
4,2048,1,4.7846,4.9707
1,2048,1,0.6005,0.7831
2,2048,1,4.1568,4.3430
3,2048,1,3.7958,3.9756
4,2048,1,4.5658,4.7467
1,2048,1,0.5732,0.7491
2,2048,1,4.0296,4.2148
3,2048,1,3.7953,3.9785
4,2048,1,4.5646,4.7505
1,2048,1,0.5702,0.7565
2,2048,1,4.0272,4.2135
3,2048,1,3.7894,3.9752
4,2048,1,4.5631,4.7500
1,2048,1,0.5692,0.7540
2,2048,1,4.0321,4.2198
3,2048,1,3.7966,3.9808
4,2048,1,4.5678,4.7536
1,2048,2,0.2965,0.4734
2,2048,2,2.3402,2.5258
3,2048,2,1.9816,2.1691
4,2048,2,2.5207,2.7091
1,2048,2,0.3004,0.4876
2,2048,2,2.3411,2.5303
3,2048,2,1.9782,2.1610
4,2048,2,2.5240,2.7060
